course,A,B,C,D,F,total,gpa,Q,professor,semester,year,college,department
ESET-455,10,4,1,0,0,15,3.600,0,EKIN S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-455,8,6,2,0,0,16,3.375,0,EKIN S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-455,10,5,1,0,0,16,3.562,0,EKIN S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-455,2,8,1,0,0,11,3.090,0,EKIN S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,3,6,5,1,0,15,2.733,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,2,7,4,0,0,13,2.846,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,2,6,5,0,0,13,2.769,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,3,5,4,1,0,13,2.769,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,4,4,4,1,0,13,2.846,0,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,5,5,3,1,0,14,3.000,0,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,4,9,2,0,0,15,3.133,0,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-462,6,4,3,0,0,13,3.230,0,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-491,9,0,0,0,0,9,4.000,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-240,22,34,1,0,0,57,3.368,0,VESTAL E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-240,22,32,0,0,0,54,3.407,3,VESTAL E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-240,14,39,1,0,0,54,3.240,0,VESTAL E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-240,23,59,0,0,0,82,3.280,0,VESTAL E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-330,82,11,1,1,0,95,3.831,0,BOLANDER W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-330,48,9,0,0,0,57,3.842,0,BOLANDER W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-330,54,3,0,0,0,57,3.947,1,DYSON J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-340,64,1,1,0,0,66,3.954,0,HOLLIS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-340,64,25,4,0,0,93,3.645,0,ALLISON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-340,64,26,1,0,0,91,3.692,0,ALLISON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-343,40,27,3,1,1,72,3.444,0,CENGIL M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-343,29,20,9,1,0,59,3.305,0,IAKOVOU E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-343,44,13,2,1,0,60,3.666,1,CENGIL M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-344,11,16,2,0,1,30,3.200,0,JOHNSON M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-344,6,22,3,0,1,32,3.000,0,JOHNSON M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-344,11,14,6,0,0,31,3.161,0,JOHNSON M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-344,14,14,2,0,0,30,3.400,0,JOHNSON M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-344,12,14,2,0,0,28,3.357,0,JOHNSON M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-344,12,15,1,0,0,28,3.392,0,JOHNSON M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-364,13,36,10,0,2,61,2.950,0,JOHNSON J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-364,24,21,10,0,2,57,3.140,0,JOHNSON J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-364,29,26,6,0,0,61,3.377,0,JOHNSON J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-364,30,25,5,0,1,61,3.360,0,CENGIL A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-371,19,3,4,0,0,26,3.576,1,CLARK N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-424,25,22,8,0,0,55,3.309,0,CENGIL A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-424,7,25,5,0,0,37,3.054,0,CENGIL A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-424,14,20,5,0,0,39,3.230,0,CENGIL A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-433,15,38,12,0,0,65,3.046,2,BORSH R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-433,42,7,0,0,0,49,3.857,0,FIERRO A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-433,18,38,5,0,0,61,3.213,0,ROUZIOU M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-434,6,23,7,0,1,37,2.891,0,NIE X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-434,4,12,9,0,0,25,2.800,1,NIE X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-443,24,11,0,0,0,35,3.685,0,CLARK N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-443,36,3,0,0,0,39,3.923,0,CLARK N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-443,31,4,0,0,0,35,3.885,0,CENGIL M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-443,17,18,1,0,0,36,3.444,0,REY D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-443,23,10,0,0,0,33,3.696,0,REY D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-444,28,0,2,0,0,30,3.866,0,HOLLIS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-444,30,1,1,0,0,32,3.906,0,BORSH R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-444,26,1,0,0,0,27,3.962,0,HOLLIS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-444,19,3,0,0,0,22,3.863,0,BORSH R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,4,6,0,0,0,10,3.400,1,KABIR E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,7,5,0,0,0,12,3.583,0,KABIR E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,0,6,0,0,0,6,3.000,0,KABIR E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,5,3,0,0,0,8,3.625,0,KABIR E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,2,10,1,0,0,13,3.076,0,UFODIKE C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,4,11,0,0,0,15,3.266,0,UFODIKE C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,9,6,0,0,0,15,3.600,0,UFODIKE C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,4,11,0,0,0,15,3.266,0,UFODIKE C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-450,5,6,2,0,0,13,3.230,0,UFODIKE C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-489,10,7,0,1,2,20,3.100,0,ROUZIOU M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-650,10,1,0,0,1,12,3.583,0,REY D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-650,8,2,0,0,0,10,3.800,0,REY D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-652,10,1,0,0,1,12,3.583,0,MEIER M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-652,9,1,0,0,0,10,3.900,0,MEIER M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-653,14,1,0,0,0,15,3.933,0,ANTONAROS R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-653,12,1,0,0,0,13,3.923,0,ANTONAROS R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-657,15,0,0,0,0,15,4.000,0,NAGARATHNAM B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-657,12,1,0,0,0,13,3.923,0,NAGARATHNAM B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-660,12,4,0,0,0,16,3.750,0,NAGARATHNAM B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
IDIS-660,9,5,0,0,0,14,3.642,0,NATARAJARATHINAM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-101,6,13,1,0,0,20,3.250,1,SWEENEY D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-272,9,4,2,0,0,15,3.466,1,MENDOZA DIAZ N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-274,9,1,1,0,0,11,3.727,0,SONG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-303,30,7,2,0,1,40,3.625,0,SONG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-308,21,27,3,0,1,52,3.288,0,MAI B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-316,19,15,6,2,1,43,3.139,0,MAI B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ITSV-412,9,30,8,0,0,47,3.021,2,MENDOZA DIAZ N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-105,8,17,6,0,0,31,3.064,0,WHITEACRE M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-105,8,11,11,0,0,30,2.900,2,WHITEACRE M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-105,9,13,8,1,0,31,2.967,2,WHITEACRE M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,2,2,1,0,0,5,3.200,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,1,7,7,1,0,16,2.500,1,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,1,6,6,1,0,14,2.500,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,2,11,2,0,1,16,2.812,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,3,6,5,1,0,15,2.733,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,3,10,1,1,1,16,2.812,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,1,6,5,1,2,15,2.200,1,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-181,0,10,3,2,0,15,2.533,1,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,1,9,2,0,2,14,2.500,2,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,11,4,1,0,0,16,3.625,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,11,5,0,0,0,16,3.687,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,7,9,1,0,0,17,3.352,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,11,4,1,0,0,16,3.625,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,9,6,1,0,0,16,3.500,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,7,7,2,0,0,16,3.312,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,9,6,1,0,0,16,3.500,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,6,8,0,1,1,16,3.062,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,10,5,0,1,0,16,3.500,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,9,8,0,0,0,17,3.529,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,5,8,0,1,0,14,3.214,2,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,5,10,0,0,0,15,3.333,1,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,5,9,2,0,0,16,3.187,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-201,9,6,1,0,0,16,3.500,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-206,0,11,4,1,0,16,2.625,1,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-206,1,10,4,0,0,15,2.800,1,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-206,2,8,3,0,0,13,2.923,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-206,2,5,9,1,0,17,2.470,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-206,0,10,5,0,0,15,2.666,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-206,1,8,6,0,0,15,2.666,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,3,6,7,0,0,16,2.750,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,1,5,9,1,0,16,2.375,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,0,7,4,2,0,13,2.384,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,3,6,7,0,0,16,2.750,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,1,5,6,1,0,13,2.461,1,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,3,4,3,1,0,11,2.818,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,0,8,6,0,0,14,2.571,2,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,2,8,5,1,0,16,2.687,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,2,6,7,1,0,16,2.562,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,2,7,7,0,0,16,2.687,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,3,7,5,1,0,16,2.750,0,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-207,0,9,6,0,0,15,2.600,1,CRAIG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-275,27,34,12,0,1,74,3.162,0,JIN C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-275,22,33,12,3,0,70,3.057,0,JIN C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-281,12,3,0,0,0,15,3.800,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-281,10,4,0,0,0,14,3.714,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-281,12,2,1,0,0,15,3.733,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-281,8,6,0,0,0,14,3.571,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-281,11,2,1,0,0,14,3.714,0,PATTERSON A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,8,4,2,0,0,14,3.428,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,5,8,0,0,0,13,3.384,1,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,10,4,0,0,0,14,3.714,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,7,6,1,0,0,14,3.428,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,6,6,1,0,0,13,3.384,1,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,12,1,0,0,1,14,3.642,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,13,1,0,0,0,14,3.928,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,8,3,2,0,0,13,3.461,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,11,3,1,0,0,15,3.666,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,5,7,2,0,0,14,3.214,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,7,5,1,0,1,14,3.214,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-301,11,5,0,0,0,16,3.687,0,ABBAS S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,8,4,0,0,0,12,3.666,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,9,5,1,0,0,15,3.533,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,11,4,1,0,0,16,3.625,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,9,6,0,0,0,15,3.600,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,9,5,2,0,0,16,3.437,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,6,8,3,0,0,17,3.176,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,8,8,2,0,0,18,3.333,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,10,4,2,0,0,16,3.500,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-303,9,4,1,0,0,14,3.571,0,SIMMONS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-307,25,10,0,0,0,35,3.714,2,WHITEACRE M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-320,11,5,1,0,0,17,3.588,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-320,5,8,1,1,0,15,3.133,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-320,6,11,1,0,0,18,3.277,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-320,8,7,0,0,1,16,3.312,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-320,8,5,2,0,0,15,3.400,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,3,10,2,1,0,16,2.937,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,6,8,0,1,0,15,3.266,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,4,5,6,0,0,15,2.866,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,5,6,2,1,0,14,3.071,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,5,4,1,0,0,10,3.400,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,0,9,3,0,0,12,2.750,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,1,13,1,0,0,15,3.000,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,6,10,0,0,0,16,3.375,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,1,10,4,0,0,15,2.800,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,2,11,2,1,0,16,2.875,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-361,2,13,0,0,0,15,3.133,0,PEREIRA COELHO F ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-363,21,17,19,5,2,64,2.781,3,WANG J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-363,15,14,22,9,2,62,2.500,2,WANG J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,8,5,0,0,0,13,3.615,0,SARWAR S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,9,4,0,0,0,13,3.692,1,SARWAR S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,9,4,2,0,0,15,3.466,0,SARWAR S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,2,7,3,0,0,12,2.916,1,SARWAR S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,6,6,1,0,0,13,3.384,0,SARWAR S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,10,3,1,0,0,14,3.642,0,ALVARADO J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,5,8,1,0,0,14,3.285,0,ALVARADO J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,8,3,3,0,0,14,3.357,0,ALVARADO J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-370,9,5,1,0,0,15,3.533,0,ALVARADO J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,1,6,8,0,0,15,2.533,1,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,2,4,8,3,0,17,2.294,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,2,6,7,1,0,16,2.562,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,2,7,5,1,0,15,2.666,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,1,7,8,0,0,16,2.562,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,2,5,6,2,0,15,2.466,1,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,3,5,6,1,0,15,2.666,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,0,6,9,0,0,15,2.400,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,5,3,3,2,0,13,2.846,2,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,5,6,4,0,0,15,3.066,1,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,3,9,4,0,0,16,2.937,0,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-376,2,1,9,0,0,12,2.416,3,ASADI A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-380,0,2,1,2,1,6,1.666,0,HUNG N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-380,2,5,3,3,1,14,2.285,1,HUNG N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-380,2,5,4,2,1,14,2.357,0,HUNG N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-380,4,4,6,1,1,16,2.562,0,HUNG N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-380,3,6,4,1,2,16,2.437,0,HUNG N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-380,2,3,6,1,2,14,2.142,1,HUNG N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-383,5,5,0,0,0,10,3.500,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-383,4,2,4,0,0,10,3.000,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-383,3,8,0,0,0,11,3.272,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-383,3,7,0,0,0,10,3.300,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-383,2,6,2,0,0,10,3.000,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-383,6,4,0,0,0,10,3.600,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,6,7,2,0,0,15,3.266,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,9,4,1,0,1,15,3.333,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,5,8,1,0,0,14,3.285,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
